종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
60310,3S,KOSDAQ,중견기업부,2555,20,0.79,2525,2605,2520,291805,744657790,1.24011E+11,48536642
95570,AJ네트웍스,KOSPI,,4345,5,0.12,4340,4380,4315,52701,228838520,2.03443E+11,46822295
6840,AK홀딩스,KOSPI,,18960,-40,-0.21,19140,19300,18740,7259,137487650,2.51174E+11,13247561
54620,APS,KOSDAQ,중견기업부,8090,-370,-4.37,8470,8520,7800,66903,554956810,1.64989E+11,20394221
265520,AP시스템,KOSDAQ,우량기업부,19200,-120,-0.62,19320,19530,19160,37643,727761290,2.93403E+11,15281421
211270,AP위성,KOSDAQ,벤처기업부,11710,-220,-1.84,11800,11980,11560,66242,776361970,1.76614E+11,15082304
27410,BGF,KOSPI,,3600,5,0.14,3595,3640,3575,56635,203621250,3.4458E+11,95716791
282330,BGF리테일,KOSPI,,171600,1300,0.76,173400,173400,170000,27146,4661475100,2.96592E+12,17283906
126600,BGF에코머티리얼즈,KOSDAQ,우량기업부,5030,-70,-1.37,5130,5270,5010,102326,522220210,2.05571E+11,40869014
138930,BNK금융지주,KOSPI,,6770,20,0.3,6830,6840,6760,701155,4761343400,2.20658E+12,325935246
1460,BYC,KOSPI,,427500,-1500,-0.35,422500,429000,421000,31,13098000,2.67023E+11,624615
1465,BYC우,KOSPI,,141200,800,0.57,140400,142000,140400,95,13367100,30412362000,215385
13720,CBI,KOSDAQ,중견기업부,1483,-22,-1.46,1489,1538,1470,143476,214282813,45107162314,30416158
83790,CG인바이츠,KOSDAQ,기술성장기업부,3685,55,1.52,3660,3740,3545,141994,520014180,2.83355E+11,76894182
1040,CJ,KOSPI,,68500,-1900,-2.7,70200,70200,68100,167458,11554310800,1.99862E+12,29176998
79160,CJ CGV,KOSPI,,8840,-90,-1.01,9000,9000,8810,141325,1256156800,4.21929E+11,47729562
35760,CJ ENM,KOSDAQ GLOBAL,우량기업부,67300,800,1.2,67500,69200,66800,145172,9887608700,1.47583E+12,21929154
311690,CJ 바이오사이언스,KOSDAQ,기술성장기업부,17630,130,0.74,17500,17890,17000,18903,330319710,1.03641E+11,5878672
00104K,CJ4우(전환),KOSPI,,58000,-1300,-2.19,58700,59300,58000,5695,332972100,2.45138E+11,4226512
120,CJ대한통운,KOSPI,,77700,-3100,-3.84,78400,79200,76300,221707,17240473300,1.77252E+12,22812344
11150,CJ씨푸드,KOSPI,,3050,-80,-2.56,3130,3175,3040,97292,301303405,1.09589E+11,35930773
11155,CJ씨푸드1우,KOSPI,,20550,100,0.49,20450,20700,20200,98,2003350,4110000000,200000
1045,CJ우,KOSPI,,44050,-450,-1.01,44500,44750,43800,3126,138106300,99562823150,2260223
97950,CJ제일제당,KOSPI,,310500,13500,4.55,304000,317500,302000,153445,47668444500,4.67432E+12,15054186
97955,CJ제일제당 우,KOSPI,,136600,2600,1.94,134800,138700,134800,3690,507036700,1.81327E+11,1327433
51500,CJ프레시웨이,KOSDAQ,우량기업부,26250,-200,-0.76,26350,26550,26000,17933,470294300,3.11629E+11,11871586
58820,CMG제약,KOSDAQ,중견기업부,2505,35,1.42,2495,2540,2465,1139280,2845274590,3.47925E+11,138892244
23460,CNH,KOSDAQ,중견기업부,2050,25,1.23,2025,2050,2010,5474,11051365,76260000000,37200000
56730,CNT85,KOSDAQ,중견기업부,1314,-56,-4.09,1358,1379,1290,454870,602772067,57210845184,43539456
480,CR홀딩스,KOSPI,,10570,-730,-6.46,11080,12220,10510,1764383,20268012080,2.97491E+11,28144832
65770,CS,KOSDAQ,벤처기업부,1424,-15,-1.04,1439,1439,1355,36758,51047537,27641449120,19411130
83660,CSA 코스믹,KOSDAQ,관리종목(소속부없음),1301,-53,-3.91,1325,1379,1280,51029,67835463,79682582481,61247181
590,CS홀딩스,KOSPI,,58200,-700,-1.19,58900,58900,58100,698,40879100,67190852400,1154482
12030,DB,KOSPI,,1942,-31,-1.57,1971,1990,1938,1594925,3115916594,3.9068E+11,201173933
404950,DB금융스팩10호,KOSDAQ,SPAC(소속부없음),2120,0,0,0,0,0,0,0,12380800000,5840000
456440,DB금융스팩11호,KOSDAQ,SPAC(소속부없음),2085,-15,-0.71,2095,2095,2065,125224,260229240,11081775000,5315000
367360,DB금융스팩9호,KOSDAQ,SPAC(소속부없음),2125,0,0,0,0,0,0,0,10285000000,4840000
16610,DB금융투자,KOSPI,,4080,5,0.12,4115,4130,4050,41253,169110050,1.73181E+11,42446389
5830,DB손해보험,KOSPI,,79900,2800,3.63,78400,82700,78000,240135,19271015309,5.65692E+12,70800000
990,DB하이텍,KOSPI,,54900,-2100,-3.68,57600,57600,54700,529512,29345646400,2.43748E+12,44398588
139130,DGB금융지주,KOSPI,,7530,120,1.62,7500,7550,7450,438796,3297988240,1.27367E+12,169145833
60900,DGP,KOSDAQ,중견기업부,3995,-25,-0.62,4020,4050,3895,178157,701481095,96127917715,24062057
25440,DH오토웨어,KOSDAQ,중견기업부,2600,-75,-2.8,2695,2695,2575,18193,47586340,74100000000,28500000
1530,DI동일,KOSPI,,20250,-200,-0.98,20500,20600,20100,70479,1434718750,5.27324E+11,26040677
210,DL,KOSPI,,41600,-200,-0.48,41400,42000,41050,81575,3377640350,8.71765E+11,20955884
1880,DL건설,KOSPI,,11990,-90,-0.75,12200,12200,11860,10141,121525630,2.64419E+11,22053284
215,DL우,KOSPI,,21550,-50,-0.23,21950,21950,21350,1590,34161450,36335778250,1686115
375500,DL이앤씨,KOSPI,,30700,450,1.49,30500,31250,30350,180986,5579148450,1.18789E+12,38693623
37550L,DL이앤씨2우(전환),KOSPI,,21700,-50,-0.23,21850,22050,21700,3372,73559350,45829336700,2111951
37550K,DL이앤씨우,KOSPI,,19150,-200,-1.03,19350,19640,19000,3609,69288030,40480897750,2113885
68790,DMS,KOSDAQ,우량기업부,5330,-110,-2.02,5410,5450,5270,59619,317603350,1.30974E+11,24573061
7340,DN오토모티브,KOSPI,,89100,500,0.56,89100,89800,87600,15123,1343832600,8.90466E+11,9994005
4840,DRB동일,KOSPI,,5220,-90,-1.69,5220,5310,5190,10618,55671420,1.04035E+11,19930000
241520,DSC인베스트먼트,KOSDAQ,중견기업부,3240,-50,-1.52,3290,3295,3195,82243,265227890,90108945720,27811403
65150,DSEN,KOSDAQ,중견기업부,310,-5,-1.59,310,324,310,127138,39791370,38837545550,125282405
155660,DSR,KOSPI,,4555,10,0.22,4545,4615,4520,19270,87730030,72880000000,16000000
69730,DSR제강,KOSPI,,4485,-5,-0.11,4475,4915,4450,56417,260976840,64584000000,14400000
180400,DXVX,KOSDAQ,중견기업부,6860,10,0.15,6810,7000,6760,203924,1395302730,2.07305E+11,30219432
17940,E1,KOSPI,,56000,-400,-0.71,56800,56800,55600,20007,1120998100,3.8416E+11,6860000
245620,EDGC,KOSDAQ,기술성장기업부,1622,-62,-3.68,1695,1695,1600,994185,1631753780,1.4057E+11,86664786
37370,EG,KOSDAQ,중견기업부,16290,920,5.99,15530,17480,15400,708637,11683146930,1.40501E+11,8624972
278990,EMB,KONEX,일반기업부,12000,-350,-2.83,12000,12000,12000,1,12000,43538664000,3628222
365550,ESR켄달스퀘어리츠,KOSPI,,3945,25,0.64,3900,3945,3865,91660,358418875,8.40636E+11,213089000
50120,ES큐브,KOSDAQ,벤처기업부,3405,-165,-4.62,3470,3530,3405,15128,52558035,46185712830,13564086
383220,F&F,KOSPI,,105900,-900,-0.84,107800,109600,105700,137478,14775898000,4.05672E+12,38307075
7700,F&F홀딩스,KOSPI,,17520,-210,-1.18,17620,18090,17290,26080,458511970,6.85284E+11,39114367
214270,FSN,KOSDAQ,중견기업부,2810,-100,-3.44,2910,2945,2795,183361,520048445,93433801030,33250463
130500,GH신소재,KOSDAQ,중견기업부,3155,40,1.28,3115,3340,3005,105216,333667450,45889639060,14545052
114090,GKL,KOSPI,,14150,-200,-1.39,14410,14800,14150,422807,6084124180,8.75258E+11,61855670
900290,GRT,KOSDAQ,외국기업(소속부없음),3335,105,3.25,3230,3360,3215,41889,138694180,2.24696E+11,67375000
78930,GS,KOSPI,,39000,-300,-0.76,39650,39900,38800,132980,5206517950,3.6237E+12,92915378
83450,GST,KOSDAQ,우량기업부,26900,-350,-1.28,27450,27600,26700,42160,1139693100,2.50647E+11,9317745
6360,GS건설,KOSPI,,13990,-200,-1.41,14180,14280,13970,827617,11646185200,1.19729E+12,85581490
1250,GS글로벌,KOSPI,,2565,-70,-2.66,2625,2665,2555,851181,2203797785,2.11699E+11,82533764
7070,GS리테일,KOSPI,,22750,600,2.71,22200,23600,21500,1594245,36287604100,2.38233E+12,104717922
78935,GS우,KOSPI,,34150,200,0.59,33950,34250,33950,5850,199798250,60951807900,1784826
297890,HB솔루션,KOSDAQ,우량기업부,5020,25,0.5,5170,5260,4970,4864173,24984733865,3.27961E+11,65330956
78150,HB테크놀러지,KOSDAQ,우량기업부,2555,-100,-3.77,2670,2680,2550,1649269,4304761695,2.19355E+11,85853171
12630,HDC,KOSPI,,5860,-60,-1.01,5870,5960,5850,29332,172794370,3.50086E+11,59741721
39570,HDC랩스,KOSPI,,7680,-10,-0.13,7680,7760,7620,4197,32258740,1.99354E+11,25957601
89470,HDC현대EP,KOSPI,,4140,5,0.12,4120,4185,4075,43435,178586835,1.32066E+11,31900000
294870,HDC현대산업개발,KOSPI,,10030,-50,-0.5,10180,10180,10000,152109,1531737080,6.61051E+11,65907330
9540,HD한국조선해양,KOSPI,,122900,2300,1.91,121100,123900,120900,219262,26905846200,8.69802E+12,70773116
267250,HD현대,KOSPI,,63800,800,1.27,63600,64500,63100,191140,12219207400,5.03976E+12,78993085
267270,HD현대건설기계,KOSPI,,77300,1400,1.84,75900,77900,75000,126152,9667104600,1.52287E+12,19700793
322000,HD현대에너지솔루션,KOSPI,,32100,-600,-1.83,32700,32900,32100,24529,792773150,3.5952E+11,11200000
42670,HD현대인프라코어,KOSPI,,10880,20,0.18,10920,11100,10710,1897592,20632411160,2.17169E+12,199603453
267260,HD현대일렉트릭,KOSPI,,76200,3600,4.96,72600,77200,71600,411195,30841480400,2.74679E+12,36047135
329180,HD현대중공업,KOSPI,,135500,1100,0.82,135000,138900,134600,90435,12293954200,1.20288E+13,88773116
97230,HJ중공업,KOSPI,,4200,145,3.58,4070,4230,4010,54794,227027610,3.49752E+11,83274281
195940,HK이노엔,KOSDAQ GLOBAL,중견기업부,35050,350,1.01,35000,35150,34350,226422,7894825850,9.92963E+11,28329891
14790,HL D&I,KOSPI,,2345,-30,-1.26,2360,2385,2340,32376,76063420,88778419345,37858601
28300,HLB,KOSDAQ,중견기업부,30100,-550,-1.79,31200,31200,30100,751851,22789532150,3.69628E+12,122799922
3580,HLB글로벌,KOSPI,,3965,-85,-2.1,3985,4050,3965,113706,453752475,1.68011E+11,42373459
278650,HLB바이오스텝,KOSDAQ,중견기업부,3120,-110,-3.41,3205,3250,3075,623159,1951977975,2.45233E+11,78600340
343090,HLB사이언스,KONEX,일반기업부,2200,170,8.37,2045,2305,1999,3285,6636919,28437750000,12926250
67630,HLB생명과학,KOSDAQ,중견기업부,8750,-130,-1.46,8990,9020,8710,393025,3466478830,8.90743E+11,101799147
24850,HLB이노베이션,KOSDAQ,중견기업부,3250,-85,-2.55,3335,3375,3240,251942,827178740,2.16149E+11,66507231
47920,HLB제약,KOSDAQ,기술성장기업부,12170,-390,-3.11,12620,12680,12110,145609,1803088300,3.60282E+11,29604102
115450,HLB테라퓨틱스,KOSDAQ,중견기업부,3880,-65,-1.65,3980,4010,3840,205663,806902670,2.84432E+11,73307196
204320,HL만도,KOSPI,,42400,-700,-1.62,43350,43550,42350,361732,15439345000,1.99098E+12,46957120
60980,HL홀딩스,KOSPI,,36400,-400,-1.09,36650,36750,36200,18804,683696450,3.70167E+11,10169410
11200,HMM,KOSPI,,17300,-110,-0.63,17560,17650,17200,991112,17232231390,8.46038E+12,489039496
403870,HPSP,KOSDAQ,벤처기업부,36100,-50,-0.14,37050,37650,35750,1540035,56536425000,2.92984E+12,81159000
36640,HRS,KOSDAQ,우량기업부,5200,-100,-1.89,5250,5300,5140,60228,313817140,85044960000,16354800
82740,HSD엔진,KOSPI,,11640,280,2.46,11360,11680,11360,668758,7729341070,8.32772E+11,71543994
35000,HS애드,KOSPI,,5890,-50,-0.84,5920,5980,5870,9549,56334560,97582039010,16567409
405350,IBKS제17호스팩,KOSDAQ,SPAC(소속부없음),3220,-25,-0.77,3240,3300,3210,10200,32929195,8758400000,2720000
426550,IBKS제19호스팩,KOSDAQ,SPAC(소속부없음),2325,0,0,0,0,0,0,0,11811000000,5080000
439730,IBKS제20호스팩,KOSDAQ,SPAC(소속부없음),2300,0,0,2300,2300,2280,21837,49938930,9913000000,4310000
442770,IBKS제21호스팩,KOSDAQ,SPAC(소속부없음),2230,20,0.9,2200,2230,2185,15023,33133080,9388300000,4210000
448760,IBKS제22호스팩,KOSDAQ,SPAC(소속부없음),2355,150,6.8,2205,2495,2190,325511,761234675,10432650000,4430000
3560,IHQ,KOSPI,,239,0,0,0,0,0,0,0,57908659872,242295648
95340,ISC,KOSDAQ,우량기업부,90600,-300,-0.33,91600,97100,88300,664485,61292628200,1.57639E+12,17399471
99520,ITX-AI,KOSDAQ,관리종목(소속부없음),1284,0,0,0,0,0,0,0,49626429228,38649867
175330,JB금융지주,KOSPI,,8900,150,1.71,8810,9000,8790,584086,5210882170,1.75315E+12,196982894
950170,JTC,KOSDAQ,관리종목(소속부없음),3615,0,0,3585,3770,3580,21640,77899775,1.81793E+11,50288623
234080,JW생명과학,KOSPI,,14350,-10,-0.07,14320,14480,13900,44756,637913090,2.27226E+11,15834554
67290,JW신약,KOSDAQ,중견기업부,2930,-35,-1.18,3000,3005,2900,121314,354986840,1.41892E+11,48427177
1060,JW중외제약,KOSPI,,37500,-1400,-3.6,39100,39150,37100,501905,18966147300,8.56314E+11,22835036
1067,JW중외제약2우B,KOSPI,,65000,0,0,65800,65800,64000,37,2394500,13384540000,205916
1065,JW중외제약우,KOSPI,,33900,0,0,34700,34700,33900,71,2419650,11367517500,335325
96760,JW홀딩스,KOSPI,,3995,10,0.25,3980,4015,3945,56891,226452610,2.8967E+11,72508159
35900,JYP Ent.,KOSDAQ GLOBAL,우량기업부,128900,2600,2.06,128000,133200,123000,982354,1.26274E+11,4.57563E+12,35497492
318000,KBG,KOSDAQ,벤처기업부,9040,-110,-1.2,9100,9290,8970,112177,1014692050,79011615920,8740223
24840,KBI메탈,KOSDAQ,중견기업부,1685,-60,-3.44,1743,1815,1670,607398,1051171568,57210018105,33952533
105560,KB금융,KOSPI,,51800,600,1.17,51800,52500,51600,914948,47607309400,2.09019E+13,403511072
432320,KB스타리츠,KOSPI,,3915,-20,-0.51,3985,3985,3900,64889,253926050,3.97037E+11,101414285
24120,KB오토시스,KOSDAQ,중견기업부,4605,-165,-3.46,4710,4900,4555,66857,311835575,52957500000,11500000
455250,KB제25호스팩,KOSDAQ,SPAC(소속부없음),2090,0,0,2090,2100,2085,53618,112126465,8997450000,4305000
2380,KCC,KOSPI,,215000,-500,-0.23,213500,218000,212000,32535,7024730500,1.91059E+12,8886471
21320,KCC건설,KOSDAQ,우량기업부,5040,-60,-1.18,5020,5110,5000,22562,113831460,1.07856E+11,21400000
344820,KCC글라스,KOSPI,,41100,-450,-1.08,41500,41550,40250,50739,2077854050,6.56388E+11,15970512
36670,KCI,KOSDAQ,우량기업부,7810,30,0.39,7780,7910,7780,4989,39020670,88018700000,11270000
9070,KCTC,KOSPI,,4235,55,1.32,4220,4240,4150,82174,346543835,1.2705E+11,30000000
9440,KC그린홀딩스,KOSPI,,3610,20,0.56,3660,3900,3590,488079,1802115175,80990277800,22434980
112190,KC산업,KONEX,일반기업부,2045,45,2.25,2095,2095,1909,62,126599,14571142385,7125253
119650,KC코트렐,KOSPI,,1935,-165,-7.86,2085,2090,1900,1012568,1966395299,70309057050,36335430
44180,KD,KOSDAQ,투자주의환기종목(소속부없음),713,-17,-2.33,729,741,685,330933,234494276,19049790687,26717799
92220,KEC,KOSPI,,1786,30,1.71,1753,1820,1753,2351232,4214525564,3.58563E+11,200763141
151860,KG ETS,KOSDAQ,우량기업부,11210,-190,-1.67,11410,11590,11210,236755,2684169710,4.0356E+11,36000000
46440,KG모빌리언스,KOSDAQ,우량기업부,5640,-130,-2.25,5790,5840,5620,225996,1283564110,2.18976E+11,38825568
3620,KG모빌리티,KOSPI,,7910,-210,-2.59,8160,8170,7770,603755,4806896820,1.47882E+12,186956024
16380,KG스틸,KOSPI,,8100,-60,-0.74,8160,8300,8100,297271,2428527860,8.10072E+11,100008897
35600,KG이니시스,KOSDAQ,우량기업부,10960,-240,-2.14,11300,11300,10940,69264,765300370,3.05833E+11,27904434
1390,KG케미칼,KOSPI,,42200,-600,-1.4,43400,43550,41750,130859,5551984450,5.85149E+11,13866096
226360,KH 건설,KOSDAQ,투자주의환기종목(소속부없음),319,0,0,0,0,0,0,0,39434949389,123620531
111870,KH 전자,KOSDAQ,관리종목(소속부없음),198,0,0,0,0,0,0,0,31672044756,159959822
33180,KH 필룩스,KOSPI,,442,0,0,0,0,0,0,0,84294994836,190712658
60720,KH바텍,KOSDAQ,중견기업부,18110,-350,-1.9,18660,18750,17900,391763,7099320060,4.28798E+11,23677442
15590,KIB플러그에너지,KOSPI,,939,-43,-4.38,969,979,902,3413483,3176114263,2.22479E+11,236931544
1940,KISCO홀딩스,KOSPI,,17800,-90,-0.5,17640,17950,17630,8807,156182980,2.8794E+11,16176380
58400,KNN,KOSDAQ,우량기업부,916,0,0,922,926,910,107732,98645330,1.21306E+11,132429720
25000,KPX케미칼,KOSPI,,43400,-100,-0.23,43500,43650,43250,3108,135116450,2.10056E+11,4840000
92230,KPX홀딩스,KOSPI,,49800,-50,-0.1,49850,49950,49750,309,15400300,2.10387E+11,4224646
40,KR모터스,KOSPI,,509,2,0.39,508,513,502,138770,70358374,48934478685,96138465
44450,KSS해운,KOSPI,,8410,-230,-2.66,8540,8690,8380,56248,477138230,1.94152E+11,23085880
30200,KT,KOSPI,,31950,-50,-0.16,32250,32300,31750,1201047,38478158200,8.34252E+12,261111808
33780,KT&G,KOSPI,,84100,-1900,-2.21,86100,86100,83900,341082,28938468200,1.15463E+13,137292497
58850,KTcs,KOSPI,,3300,-35,-1.05,3335,3400,3260,418162,1390341300,1.40861E+11,42685000
58860,KTis,KOSPI,,3075,-45,-1.44,3115,3130,3030,264649,814388290,1.07016E+11,34802000
60370,KT서브마린,KOSDAQ,중견기업부,13000,280,2.2,12720,13100,12360,488769,6224871040,3.37197E+11,25938232
122450,KX,KOSDAQ,중견기업부,4495,-105,-2.28,4545,4600,4475,24127,108898685,2.03785E+11,45335964
52900,KX하이텍,KOSDAQ,우량기업부,1239,-16,-1.27,1250,1255,1221,83279,102831350,68278213563,55107517
376190,LB루셈,KOSDAQ,중견기업부,7120,-50,-0.7,7170,7270,7100,20250,144683140,1.75152E+11,24600000
61970,LB세미콘,KOSDAQ,우량기업부,7230,-190,-2.56,7490,7540,7220,458263,3362430390,3.16563E+11,43784592
309960,LB인베스트먼트,KOSDAQ,중견기업부,4055,-120,-2.87,4115,4175,4045,30325,123540550,94145904145,23217239
93050,LF,KOSPI,,14070,-250,-1.75,14310,14340,14070,31015,439661030,4.11407E+11,29240000
3550,LG,KOSPI,,83000,-500,-0.6,84000,84200,82600,314676,26141129800,1.3056E+13,157300993
34220,LG디스플레이,KOSPI,,14000,-20,-0.14,14180,14180,13900,854689,11992856200,5.00942E+12,357815700
51900,LG생활건강,KOSPI,,437500,-10500,-2.34,450000,450000,437000,43213,19098454500,6.83296E+12,15618197
51905,LG생활건강우,KOSPI,,187900,-2100,-1.11,191000,191500,186100,5226,984992400,3.94533E+11,2099697
373220,LG에너지솔루션,KOSPI,,525000,11000,2.14,517000,535000,517000,327900,1.72556E+11,1.2285E+14,234000000
3555,LG우,KOSPI,,63200,-100,-0.16,63300,63700,63200,2358,149329600,1.90966E+11,3021620
32640,LG유플러스,KOSPI,,10090,-150,-1.46,10340,10390,10060,1246469,12728044580,4.40541E+12,436611361
11070,LG이노텍,KOSPI,,261500,-3000,-1.13,266000,266500,255500,210478,55073109000,6.18895E+12,23667107
66570,LG전자,KOSPI,,102400,-700,-0.68,104100,104300,102300,685961,70691386200,1.67575E+13,163647814
66575,LG전자우,KOSPI,,46800,-200,-0.43,47000,47300,46400,30217,1411762400,8.04304E+11,17185992
37560,LG헬로비전,KOSPI,,4025,-70,-1.71,4100,4215,4025,212294,868548330,3.11724E+11,77446865
51910,LG화학,KOSPI,,615000,0,0,615000,626000,612000,233815,1.44242E+11,4.34143E+13,70592343
51915,LG화학우,KOSPI,,367000,5000,1.38,358500,367500,358500,39549,14355152000,2.82179E+12,7688800
79550,LIG넥스원,KOSPI,,77500,200,0.26,77200,78000,76100,91492,7038132100,1.705E+12,22000000
6260,LS,KOSPI,,115000,5100,4.64,109000,115800,108100,686094,77055582900,3.703E+12,32200000
10120,LS ELECTRIC,KOSPI,,102200,2700,2.71,98100,104500,96300,632244,63923471000,3.066E+12,30000000
680,LS네트웍스,KOSPI,,6540,-320,-4.66,7120,7600,6370,4171539,28836367370,5.15372E+11,78803016
229640,LS전선아시아,KOSPI,,8590,-1240,-12.61,9650,10170,8350,1648630,15470380310,2.63068E+11,30624879
108320,LX세미콘,KOSPI,,96400,-900,-0.92,97900,98400,96000,72103,6981701000,1.56788E+12,16264300
1120,LX인터내셔널,KOSPI,,35850,600,1.7,35400,36800,35050,682058,24459319500,1.38955E+12,38760000
108670,LX하우시스,KOSPI,,50000,200,0.4,50100,51000,48850,47747,2392424650,4.48384E+11,8967670
108675,LX하우시스우,KOSPI,,20600,200,0.98,20300,20700,20300,800,16432000,21265998000,1032330
383800,LX홀딩스,KOSPI,,7880,-60,-0.76,7940,7970,7870,111249,879791730,6.01092E+11,76280690
38380K,LX홀딩스1우,KOSPI,,9670,-10,-0.1,9670,9840,9580,5058,48656990,14169305950,1465285
86960,MDS테크,KOSDAQ,중견기업부,1979,-51,-2.51,2045,2055,1967,1236616,2467220153,1.64897E+11,83323217
23150,MH에탄올,KOSPI,,7070,-50,-0.7,7120,7120,6900,5724,40173960,52166178820,7378526
38340,MIT,KOSDAQ,투자주의환기종목(소속부없음),1283,0,0,0,0,0,0,0,33979354334,26484298
35420,NAVER,KOSPI,,223000,-11500,-4.9,241000,241500,223000,1925942,4.4297E+11,3.65829E+13,164049085
160550,NEW,KOSDAQ,중견기업부,7170,60,0.84,7110,7430,7100,480899,3497790690,2.00087E+11,27906106
53290,NE능률,KOSDAQ,우량기업부,4455,-125,-2.73,4530,4600,4405,117339,529116230,73624697685,16526307
181710,NHN,KOSPI,,26500,-250,-0.93,26900,27000,26250,48060,1271717900,9.25822E+11,34936682
60250,NHN KCP,KOSDAQ GLOBAL,우량기업부,9740,-90,-0.92,9860,9900,9710,329015,3219145040,3.91164E+11,40160611
104200,NHN벅스,KOSDAQ,중견기업부,4580,-225,-4.68,4800,4830,4575,34494,161440185,67910179000,14827550
400760,NH올원리츠,KOSPI,,3160,-40,-1.25,3210,3210,3135,130832,413551970,1.33352E+11,42200000
5940,NH투자증권,KOSPI,,10410,10,0.1,10450,10490,10250,748725,7773642050,3.45264E+12,331665921
5945,NH투자증권우,KOSPI,,9460,10,0.11,9450,9500,9430,32158,304505360,1.78519E+11,18870968
338100,NH프라임리츠,KOSPI,,4120,-105,-2.49,4230,4230,4120,9673,40222765,76879200000,18660000
34310,NICE,KOSPI,,12050,-40,-0.33,12030,12350,11800,39747,483496500,4.56482E+11,37882300
30190,NICE평가정보,KOSPI,,10560,-1440,-12,11600,11600,10550,437943,4745411710,6.41148E+11,60714820
8260,NI스틸,KOSPI,,6160,10,0.16,6200,6230,6110,74324,457581880,1.76177E+11,28600117
4250,NPC,KOSPI,,5940,-90,-1.49,6030,6100,5940,169304,1013081130,2.18117E+11,36720000
4255,NPC우,KOSPI,,3000,0,0,3000,3000,2950,24405,72630630,15840000000,5280000
456040,OCI,KOSPI,,127000,100,0.08,127300,130200,126800,54216,6938219500,9.44465E+11,7436729
10060,OCI홀딩스,KOSPI,,102700,200,0.2,102500,108300,101800,98013,10194526200,1.68558E+12,16412642
178920,PI첨단소재,KOSPI,,30000,-400,-1.32,30700,30950,29650,108078,3245112550,8.8099E+11,29366322
24940,PN풍년,KOSDAQ,벤처기업부,6730,-270,-3.86,7000,7030,6640,115301,787353760,67300000000,10000000
5490,POSCO홀딩스,KOSPI,,597000,36000,6.42,565000,597000,556000,1866203,1.0794E+12,5.0489E+13,84571230
218410,RFHIC,KOSDAQ,우량기업부,18020,-410,-2.22,18690,18700,18000,144381,2622232100,4.82692E+11,26786434
327260,RF머트리얼즈,KOSDAQ,벤처기업부,11320,-470,-3.99,11800,11820,11320,108366,1245096600,95464174920,8433231
91340,S&K폴리텍,KOSDAQ,중견기업부,3035,-140,-4.41,3150,3175,3030,36039,110596670,35520793235,11703721
10950,S-Oil,KOSPI,,77700,-1500,-1.89,79900,80000,76500,369480,28876861000,8.74768E+12,112582792
10955,S-Oil우,KOSPI,,50600,-500,-0.98,50900,51600,50500,12558,639189700,2.0351E+11,4021927
419530,SAMG엔터,KOSDAQ,기술성장기업부,22800,-1100,-4.6,23550,24000,22550,101736,2356543700,1.95873E+11,8590930
19550,SBI인베스트먼트,KOSDAQ,중견기업부,878,-25,-2.77,890,903,877,373755,331779245,1.42294E+11,162066575
950110,SBI핀테크솔루션즈,KOSDAQ,외국기업(소속부없음),4325,125,2.98,4190,4335,4190,1677,7078170,1.04027E+11,24052540
34120,SBS,KOSPI,,25700,-100,-0.39,25800,26050,25400,48364,1240383850,4.69091E+11,18252582
46140,SBS콘텐츠허브,KOSDAQ,우량기업부,5700,-170,-2.9,5800,5870,5660,49256,281271870,1.22342E+11,21463555
151910,SBW생명과학,KOSDAQ,투자주의환기종목(소속부없음),465,-10,-2.11,460,478,460,158328,73877721,82367364870,177134118
36120,SCI평가정보,KOSDAQ,중견기업부,3710,-135,-3.51,3775,3810,3670,323245,1199645510,1.31705E+11,35500000
99220,SDN,KOSDAQ,중견기업부,1520,-68,-4.28,1572,1627,1515,337441,522398657,85381152720,56171811
36540,SFA반도체,KOSDAQ,우량기업부,5140,-150,-2.84,5370,5430,5080,2437750,12640448520,8.45326E+11,164460303
255220,SG,KOSDAQ,중견기업부,1294,-1,-0.08,1285,1312,1267,136959,176790877,60939452252,47093858
40610,SG&G,KOSDAQ,중견기업부,1745,-8,-0.46,1752,1770,1736,17619,30844996,59482157020,34087196
49470,SGA,KOSDAQ,중견기업부,660,-4,-0.6,665,675,652,150533,99420291,38849084340,58862249
184230,SGA솔루션즈,KOSDAQ,벤처기업부,763,-17,-2.18,773,783,752,127236,97314388,41344851912,54187224
5090,SGC에너지,KOSPI,,25950,-150,-0.57,25800,26700,25600,35423,926000100,3.80868E+11,14677004
16250,SGC이테크건설,KOSDAQ,우량기업부,21700,0,0,21650,21950,21400,968,20985950,72621502100,3346613
1380,SG글로벌,KOSPI,,1450,-20,-1.36,1470,1492,1445,104294,153267765,65198007350,44964143
4060,SG세계물산,KOSPI,,478,3,0.63,475,481,472,223508,106093517,96759130880,202424960
1770,SHD,KOSPI,,25100,100,0.4,25000,25250,24900,702,17559900,30493437800,1214878
2360,SH에너지화학,KOSPI,,662,-1,-0.15,667,674,662,353393,235613905,73570529260,111133730
9160,SIMPAC,KOSPI,,4630,-100,-2.11,4755,4790,4615,115149,537189050,3.02939E+11,65429516
123700,SJM,KOSPI,,4000,-75,-1.84,4045,4115,3985,62499,252779455,62419592000,15604898
25530,SJM홀딩스,KOSPI,,3885,30,0.78,3830,4000,3830,40797,158115070,58018621080,14934008
